vgg11	0.022663	-0.99315665	-0.00274857	-0.0241735	0.68648514	-0.32336843	-0.03220068
vgg16	0.003805551535989813	1.9375980564960074	0.029732089368146843	0.16644023405641054	-1.3671038010594776	0.34567847829267545	-0.050599814637357174
vgg19	0.09841445587088839	-0.8126877014960665	-0.016140189684636607	-0.09122435204103584	1.0248105654211639	-0.6808413396621597	-0.007193873526538704
lenet	3.568894448258534e-05	0.008679178061747905	6.775843395973041e-05	0.0005162515028357796	-0.0030746411149506834	-0.0025213293660225015	-0.0012070582457553627
googlenet	0.0030783596597331398	0.3659932171862542	-0.0014411771891646556	-0.00275027887793802	-0.11704522220760159	-0.0074048420107788995	0.004559607948929592
overfeat	-0.0005823520251548142	3.203558376181507	0.006537483493349642	0.03407990127218582	-1.139815663856989	-0.3961847886652239	0.39285479589483124
alexnet	0.00096044	0.01567249	-0.00341951	-0.05378897	0.81521072	-0.3962037	0.19237875
trivial	0.00010355990799698732	0.02437559615584843	-0.0001367251001345663	-0.002943936387409384	0.07565356583628738	-0.06313204471710877	0.0004621382867098779
inception3	-0.042566151560585685	1.189980708020416	0.15328005748794704	0.43100208676609336	-2.599801334961543	1.348010860254748	0.7461688097945761
inception4	0.018740803011782912	-0.21028278036751744	0.0024042293875338144	0.012588537701746276	0.043529544376297594	0.006130052132131892	-0.022711077180352146
resnet50	0.00630565900050045	-0.08540485681644022	-0.004632543818684719	-0.012965748270287047	0.0806493468782572	-0.0780527084160627	0.022411301567029144
resnet101	0.011155954443137819	-0.14031655488468986	-0.007499944383671686	-0.025462166501579037	0.16812525251404864	-0.15238506690893272	0.03653093861707457
resnet152	0.026626080548869672	-0.7100019837600591	0.0014248240271198102	0.006863372236883258	0.20258177168331368	-0.009051160403543979	0.03325972077729514
mobilenet	9.442451562986619e-05	0.060853022875996116	0.0013079667575932347	0.00480160198767569	-0.039763083107594445	0.008734934907540858	0.005721224029193661
